Acting Like A Friend,https://slp.everydayspeech.com/video/acting-like-a-friend-1,2m 30s,"SOCIAL SKILLS IN ACTION (SSIA) - When Liz is around Bobby, she doesn't feel good. Bobby is always telling her what to do. When she hangs out with Andrew and Christine, she feels better. How can Liz tell that Andrew and Christine are good friends?",Acting Like a Friend
Keeping an Open Mind in School,https://slp.everydayspeech.com/video/keeping-an-open-mind-in-school,,"SOCIAL SKILLS IN ACTION - Teach your learners that the many changes in school require them to Keep an Open Mind all day, even when there's a substitute teacher and everything seems different. In this video, Andy learns that Keeping an Open Mind means seeing the positive and listing in his mind what he can do in this new situation with a new teacher.",Keeping an Open Mind
Waiting Your Turn,https://slp.everydayspeech.com/video/waiting-your-turn,2m 18s,"VIDEO MODELING - When we’re playing with someone, we wait our turn. We can ask for a turn. We wait until the other person is done.",Playing with Others
Keeping a Calm Body,https://slp.everydayspeech.com/video/keeping-a-calm-body,1m 43s,"VIDEO MODELING - When we’re working, we keep our bodies quiet. This means we don’t move our arms, hands, legs, or feet.",Staying Calm
When to Use Slang,https://slp.everydayspeech.com/video/when-to-use-slang,2m 36s,"SOCIAL SKILLS IN ACTION (SSIA) - There are certain times when we speak more formally and other times when we can be more informal and use slang words. When Zach uses slang in the wrong time and place, talking to his teacher, he feels embarrassed. He learns that it’s better to use slang around his friends and people his own age.",Disguised Thoughts
Greeting a Teacher,https://slp.everydayspeech.com/video/greeting-a-teacher,1m 8s,"VIDEO MODELING - We talk to different people in different ways. The way we greet a friend may be different than how we greet a teacher. We can make eye contact and say ""Good morning"" or ""Hello"".",Starting a Conversation
Reading Body Language - Excited,https://slp.everydayspeech.com/video/reading-body-language-excited,1m 33s,"VIDEO MODELING - When we read someone’s body language, we observe how their body looks to get clues on how they feel. Kate saw Tyler pump his fist and cheer. When he talked, his voice was louder and he was talking a little faster. These were all clues that Tyler felt excited.",Understanding Body Language
Making a Good First Impression,https://slp.everydayspeech.com/video/making-a-good-first-impression,2m 26s,"SOCIAL SKILLS IN ACTION (SSIA) - Jeff is new to the class and is meeting everyone. Kate is busy working on a worksheet and can barely muster a ""hi"". Jeff thinks that she must not be a very nice person. Kate learns that impressions are what people think about us. It's important to make a good first impression. Next time, Kate takes a second to properly introduce herself.",Acting Like a Friend
Using Your Self-Controller Scanner at School,https://slp.everydayspeech.com/video/using-your-self-controller-scanner-at-school,,SOCIAL SKILLS IN ACTION (SSIA) - This video models how to keep self-control in school by using your Self-Controller Scanner. This tool helps you learn to scan your brain and bodies to notice your feelings when you become upset. Then we walk you through strategies you can use to keep control of these emotions.,Using your Self-Controller
Joining a Conversation,https://slp.everydayspeech.com/video/joining-a-conversation,1m 48s,"VIDEO MODELING - When we join a conversation, we need to find a good time so we don't interrupt. We should also make a comment that is related to the conversation.",Starting a Conversation
Being Your Own Decision Maker,https://slp.everydayspeech.com/video/being-your-own-decision-maker,,"In this video, students will learn strategies they can use to be their own decision-makers. This means being responsible for their choices and outcomes.",Advocating for Yourself
Making Eye Contact Comfortably,https://slp.everydayspeech.com/video/making-eye-contact-comfortably,,Students will learn how to make eye contact with others during social interactions based on their own preferences and comfort levels.,
Soothing Standing Stretch,https://slp.everydayspeech.com/video/soothing-standing-stretch,,This video guides students through a series of standing stretches for an effective and calming brain break.,Stretching Videos
Making Good Decisions UE,https://slp.everydayspeech.com/video/making-good-decisions-ue,,TEACHER SCRIPT: Today we are learning about what it means to make ‘good’ decisions. What are some things that help you make responsible decisions?,Solving a Problem
Listening in Class Introduction,https://slp.everydayspeech.com/video/listening-in-class-introduction,,"TEACHER SCRIPT: We're learning about listening in class. Before watching, ask your group what it feels like when people aren’t listening to us. How do you feel when people are listening closely?",Listening in School
Silly Voices,https://slp.everydayspeech.com/video/silly-voices,3m 8s,"SOCIAL SKILLS IN ACTION (SSIA) - When Christine uses a silly voice in class, her classmates are confused. They aren't sure if she is talking to them. When Christine tries again, she realizes she's in class and should use her school voice.",Tone of Voice
Disagreeing With an Adult,https://slp.everydayspeech.com/video/disagreeing-with-an-adult,3m 37s,"SOCIAL SKILLS IN ACTION (SSIA) - We all have different opinions. When we disagree with someone, we can express our opinion either in a direct or indirect way. When we directly disagree with someone, we say exactly what we're thinking; we might even tell the other person that they are wrong. When we indirectly disagree with someone, we might ask a question or express our opinion while still letting the other person know that we respect them.",Showing Respect
Keeping Personal Space,https://slp.everydayspeech.com/video/keeping-personal-space,1m 16s,"SOCIAL SKILLS IN ACTION (SSIA) - Johnny doesn’t understand that personal space is important. He sits very close to Owen, making Owen feel uncomfortable. Once he gives Owen personal space, they have a successful interaction!",Keeping Personal Space
Brain Break,https://slp.everydayspeech.com/video/brain-break,,TEACHER SCRIPT: Today we are going to learn how to take a Brain Break. Why might we need to give our brains a break sometimes?,Meditation Videos
Intro to Positive Self-Talk,https://slp.everydayspeech.com/video/intro-to-positive-self-talk,2m 18s,"SOCIAL SKILLS IN ACTION (SSIA) - Tim learns about the concept of positive self-talk, or saying phrases to yourself that make you feel better. When he's down, he can think about things he's good at or the good things in his life. We can use this strategy anytime we're facing a challenge, or dealing with teasing or friendships. It's important to note that bullying is unacceptable and should be handled by telling an adult that your trust. You can use strategies to handle bullying, but you shouldn't handle it alone.",Thinking Positive
Think About Who You're Talking To,https://slp.everydayspeech.com/video/think-about-who-you-re-talking-to,2m 38s,SOCIAL SKILLS IN ACTION (SSIA) - Ryan always talks to his teacher about video games. He loves Minecraft and always wants to talk about it. He doesn’t realize that his teacher doesn’t know anything about this game. Ryan needs to learn to shift the topic of conversation based on who he’s talking with.,Topic Radar
Preparing for an Interview,https://slp.everydayspeech.com/video/preparing-for-an-interview,,The first step to obtaining a job is to master the interview. Learners will observe the important steps it takes to prepare and suceed in a job interview.,
Social Chameleon,https://slp.everydayspeech.com/video/social-chameleon-2,,"SOCIAL SKILLS IN ACTION (SSIA) - This video models how to be a Social Chameleon. A Social Chameleon is able to blend into all of the various scenarios they encounter throughout the day. In this video, Zack isn't able to read his friends' moods and fit in the group. He learns how to adjust his actions to blend into the group like a chameleon! Concepts covered: Social Chameleon",Being a Social Chameleon
Two Sides - Time and Place,https://slp.everydayspeech.com/video/two-sides-time-place,,EXTENSION LESSON - Students learn how to become aware of their surroundings and their own actions by watching multiple scenes and deciding if it was the best time and place for these actions.,Reading the Room
Apologizing to Friends,https://slp.everydayspeech.com/video/apologizing-to-friends,3m 25s,"SOCIAL SKILLS IN ACTION (SSIA) - On the day when it's time to turn in their projects, Mike forgot his at home. He worked really hard on his project, but Alessandra is only focusing on her project which she thinks is really good. She makes Mike upset when she keeps talking about how good her project is. When she tries again, she realizes that she hurt Mike and gives him a sincere apology.",Handling Conflicts with Friends
Asking Someone Out,https://slp.everydayspeech.com/video/asking-someone-out,,Learners will be taugh the steps to take in order to ask someone they like out on a date.,
Understanding Body Language Introduction,https://slp.everydayspeech.com/video/understanding-body-language-introduction,,"VIDEO MODELING - This video models how to read others' body langugae. We focus on looking for clues, including, body positioning, facial expression. We put together those clues to decide how to act.",Understanding Body Language
Finding Friends,https://slp.everydayspeech.com/video/finding-friends,,"SOCIAL SKILLS IN ACTION (SSIA) - Teach your students how to choose their friendships wisely. When choosing friends, we think about behavior, shared experiences, comfort level, and personality match. ",Acting Like a Friend
Including Others,https://slp.everydayspeech.com/video/including-others,2m 5s,"VIDEO MODELING - When we see others who are alone, it is nice to include them. We ask them to join us by asking, ""Want to play?"" or saying, ""Come over here.""",Asking Others to Play
Sharing an Interest,https://slp.everydayspeech.com/video/sharing-an-interest,2m 13s,"VIDEO MODELING - To figure out other people's interests, we can look for clues. We can listen to the things they talk about or observe them. If we share interests with another person, we can talk about these interests. Shared interests are a great way to start conversations and get to know other people.",Acting like You're Interested
Keeping Focus,https://slp.everydayspeech.com/video/keeping-focus,,TEACHER SCRIPT: Today’s lesson is on how to help keep ourselves focused. How can being distracted negatively affect you?,Meditation Videos
Disagreeing Respectfully,https://slp.everydayspeech.com/video/disagreeing-respectfully,1m 56s,"SOCIAL SKILLS IN ACTION (SSIA) - Jameson and Ryan are talking about their favorite video games. Jameson has a different favorite than Ryan and makes Ryan feel bad when he doesn’t agree with him. Jameson needs to learn that even if he disagrees with someone, he still has to be respectful.",Showing Respect
Saying How You Feel,https://slp.everydayspeech.com/video/saying-how-you-feel,,"Teacher script: Today we’re learning how to say how we feel with our words. When we use our ‘I feel’ words when we feel mad or sad, others can help us feel better.",
Being Fair,https://slp.everydayspeech.com/video/being-fair,2m 40s,"SOCIAL SKILLS IN ACTION (SSIA) - When Julie takes the swing when Andrew's been waiting for it for a long time, Andrew gets upset. What Julie did wasn't fair. When she tries again, she thinks about how she would feel if someone did that to her. She lets Andrew use the swing - she can use it after him!",Playing with Others
Staying Organized,https://slp.everydayspeech.com/video/staying-organized,,In this video learners will be taught a variety of organizational skills and strategies to ensure their success and they gain more independence and aquire more responsibilities.,Excutive Functioning
Following Classroom Discussions,https://slp.everydayspeech.com/video/following-classroom-discussions,3m 38s,"SOCIAL SKILLS IN ACTION (SSIA) - During a lesson, Jack just wants to think about his favorite TV show. He doesn't follow along with the discussion, so when the teacher calls on him, he doesn't know what to say. When he tries again, he follows along in his head, and says the answers to himself even if he isn't called on.",Listening in School
Transitioning from Speech,https://slp.everydayspeech.com/video/transitioning-from-speech,2m 19s,"VIDEO MODELING - When we’re walking back from speech, we stop and wait before we open the door. We walk quietly through the halls. We enter the room quietly too.",Classroom Routine
Continuing the Conversation,https://slp.everydayspeech.com/video/continuing-the-conversation,3m 17s,"SOCIAL SKILLS IN ACTION (SSIA) - This lesson models three ways to continue or keep a conversation going. Rachel shows us how we can ask related questions, make connected comments, and shift the topic at the right time.",Conversation Drivers & Stoppers
Reading Facial Expressions Introduction,https://slp.everydayspeech.com/video/reading-facial-expressions-introduction,,"VIDEO MODELING - This lesson models how to use ""The Big Three"", the eyes, eyebrows, and mouth as clues to be able to guess how someone else feels. Learners will watch four rounds and guess how the character feels each time!",Identifying Feelings
Conversation Stoplight in a Group,https://slp.everydayspeech.com/video/conversation-stoplight-in-a-group,,Learn how much to divide the talking and listening in a group of people so you do the right amount. Learn the green light clues that let you jump in and the red light clues that tell you it’s time to listen.,Conversation Stoplight
Think it Or Say it II,https://slp.everydayspeech.com/video/think-it-or-say-it-ii,,"SOCIAL SKILLS IN ACTION (SSIA) - Teach your students to think before saying their thoughts how it would make others feel. If saying our thoughts would hurt others’ feelings or make someone uncomfortable, we think it, but we don’t say it. Just because something is true, doesn’t mean it’s okay to say. We keep truths in our head when it’s hurtful or insulting to someone.",Think It or Say It
Advocate for your Learning Accommodations,https://slp.everydayspeech.com/video/advocate-for-your-learning-accommodations,,"Students will be shown how to advocate for their different learning, social-emotional, and sensory needs in school.",
Compromising,https://slp.everydayspeech.com/video/compromising-2,2m 4s,"SOCIAL SKILLS IN ACTION (SSIA) - When Kate and Sarah are making plans for the weekend, Kate says she really wants to get Chinese food and go bowling. When Sarah says she doesn't like those things, Kate insists on her own plans. Kate learns about compromising - when you take one piece of everyone's idea to make everyone happy.",Compromising
Showing Empathy - Older,https://slp.everydayspeech.com/video/showing-empathy-older,2m 42s,"SOCIAL SKILLS IN ACTION (SSIA) - Kate's best friend is moving and she's very upset. When Sarah finds out, she's more concerned with the chicken nuggets she's going to have at lunch. She talks to Kate like nothing's wrong. Sarah learns about empathy - putting yourself in someone else's shoes. When she talks to Kate again, she shows Kate that she understands how she feels. Concepts covered: Showing Empathy",Empathy Essentials
Forming Close Friendships,https://slp.everydayspeech.com/video/forming-close-friendships,,"SOCIAL SKILLS IN ACTION - Friendships are built in small steps, by talking more often, extending small invitations to spend time together during school, then making a plan outside of school. If we skip steps or suggest too many plans, we may make others uncomfortable. ",Acting Like a Friend
Having Positive Self-Esteem,https://slp.everydayspeech.com/video/having-positive-self-esteem,,"Walk through the mental steps needed to keep positive self-esteem when things don't go well. Use positive self-talk, focus on the areas that make you valuable, develop self-worth thoughts, and reflect on the people who love and like you.  ",Thinking Positive
Emotion ID 4,https://slp.everydayspeech.com/video/emotion-id-iv,,"EXTENSION LESSON - This is the fourth edition of the Emotion ID series. In this game, we try to figure out how each of our characters is feeling. We go through three steps each time: How did their face look? How did their voice sound? What message did their words send? See if you can get them all right!",Understanding Body Language
Making Connected Comments,https://slp.everydayspeech.com/video/making-connected-comments-844,,"In this lesson, learners will be taught how to connect to other people's comments to keep a certain conversation topic going. Making connected comments assures the person you are talking to that you are listening and interested in what they are saying. ",
Gaining Someone's Attention,https://slp.everydayspeech.com/video/gaining-someone-s-attention-2,,"When we need to get someone's attention, we put our bodies near them. We say their name so they know we are talking to them. When they are looking at us, we know we have their attention.",
Answering a Friend,https://slp.everydayspeech.com/video/answering-a-friend,,Watch this fun and engaging model of reciprocal conversation! This video teaches learners how to partake in the back and forth of conversations.,
Calming Seated Stretch,https://slp.everydayspeech.com/video/calming-seated-stretch,,This video guides students through a series of seated stretches for an effective and calming brain break.,Stretching Videos
Handling Conflicts with Friends,https://slp.everydayspeech.com/video/handling-conflicts-with-friends-2,,"TEACHER SCRIPT: We're learning how to handle conflicts with friends. Before watching, ask your group what they do to make peace after they have argued with a friend or family member.",Handling Conflicts with Friends
Act Like You're Interested - Younger,https://slp.everydayspeech.com/video/act-like-you-re-interested-younger,2m 12s,"SOCIAL SKILLS IN ACTION (SSIA) - Alessandra is talking to Serena about a penguin movie she watched. Serena isn’t interested in penguins and tells Alessandra that she doesn’t care. Alessandra is hurt by Serena’s actions. Sometimes, we have to act like we’re interested so we don’t hurt other people’s feelings.",Act like You're Interested
Approaching a Group - Younger,https://slp.everydayspeech.com/video/approaching-a-group-younger,2m 7s,"SOCIAL SKILLS IN ACTION (SSIA) - Devin wants to join the group. There’s an open seat, but he doesn’t notice it and interrupts the group. When Devin wants to approach a group of friends, he should make sure not to disrupt the group.",Asking Others to Play
Act Like You're Interested - Older,https://slp.everydayspeech.com/video/act-like-you-re-interested-older,2m 24s,"SOCIAL SKILLS IN ACTION (SSIA) - When Kate starts talking about horseback riding, Jeff starts playing on his iPad instead of listening to Kate. Jeff isn't interested in horseback riding, but he hurt Kate's feelings when he showed he didn't care. Jeff tries again and this time he acts like he's interested even though he's not. That way, no one's feelings get hurt.",Act like You're Interested
Being Ganged Up On,https://slp.everydayspeech.com/video/being-ganged-up-on,,"VIDEO MODELING - Niko learns to see the signs that a group is not being friendly, but ganging up on him. He talks with an adult to decide if he should leave the group permanently, remain friends with some people, or repair the friendship.",Handling Teasing and Bullying
Interview Etiquette,https://slp.everydayspeech.com/video/interview-etiquette,,Learners will view crucial interview skills being modeled in this video and be asked to discuss the importance and consequences of these vital skills.,
Including Everyone on the Playground,https://slp.everydayspeech.com/video/including-everyone-on-the-playground,,In this video learners will be taught how to make sure everyone feels included on the playground and why this is important.,Asking Others to Play
Walking Up the Stairs,https://slp.everydayspeech.com/video/walking-up-the-stairs,1m 22s,"VIDEO MODELING - When we walk up the stairs, we walk slowly. We keep our bodies with the group, but not too close to anyone. We hold on to the railing to make sure we stay safe.",Classroom Routine
Asking a Friend to Hang Out,https://slp.everydayspeech.com/video/asking-a-friend-to-hang-out,1m 54s,"VIDEO MODELING - When we ask a friend to hang out, we ask them if they want to make plans with us. We talk about what we can do when we hang out. We make a plan for the day and time.",Acting Like a Friend
Joining Others on the Playground,https://slp.everydayspeech.com/video/joining-others-on-the-playground,,In this video learners will taught strategies for successfully joining others in play on the playground.,Asking Others to Play
Being First Isn’t Important,https://slp.everydayspeech.com/video/being-first-isn-t-important,2m 42s,"SOCIAL SKILLS IN ACTION (SSIA) - Connor always wants to be first in line. He even pushes Jack out of the way to be first. That makes Jack feel frustrated and upset. When he tries again, Connor realizes it doesn't matter if he's first in line - they'll all get to where they are going at the same time.",Classroom Routine
Keep Trying Even If It's Hard,https://slp.everydayspeech.com/video/keep-trying-even-if-it-s-hard-2,,"TEACHER SCRIPT: Today we’re talking about how to keep trying when things are hard. Before watching, ask your group about a time they kept trying when they considered quitting. What kept them from quitting?",Thinking Positive
Handling Embarrassment,https://slp.everydayspeech.com/video/handling-embarrassment,3m 22s,"SOCIAL SKILLS IN ACTION (SSIA) - When Alessandra points out to Tim that he has some food on his face, Tim gets very upset. Alessandra is confused by his reaction - she doesn't think it's a big deal. When Tim tries again, he realizes it isn't a big deal and uses positive self-talk to make himself feel better.",Changing the Channel on Feelings
How I Learn Best,https://slp.everydayspeech.com/video/how-i-learn-best,,"Everybody learns differently because we all have different and unique learning preferences. In this video, students will identify their learning preferences and learn about the four most popular learning styles: Visual, Auditory, Reading/Writing and, Kinesthetic. ",Building Confidence
The Four Types of Bullying,https://slp.everydayspeech.com/video/the-four-types-of-bullying-2,,TEACHER SCRIPT: Today’s lesson is on the four different types of bullying. Why do you think it’s important to learn about the different kinds of bullying?,Handling Teasing and Bullying
What Do They Really Want?,https://slp.everydayspeech.com/video/what-do-they-really-want,3m 40s,"SOCIAL SKILLS IN ACTION (SSIA) - Jack is going to the movies, and Connor keeps asking him questions about it. Connor keeps saying how much he loves that type of movie and how easy it is for him to get to the movie theater. When Jack doesn't pick up on the hidden message, Connor is sad. When Connor tries again, Jack thinks about what Connor is saying and realizes Connor is indirectly asking if he could come.",Direct and Indirect Language
